id,base,lahto,aika,gameId,eventId,firsttime,lukkari,opponent,team,runner,streamUrl,run_date,uploader,leagueId,free,juoksu,unix_time
1659,1,0.359993000000031,4.719986000000063,441,4mipojmons9rx6v4,8266.024672000000000,"Emmi Hannuniemi",2012,2012,"Sohvi Korhonen",https://dpe7aw9wpk40m.cloudfront.net/c847b487-3df6-4df4-b4a7,"2021-06-02 17:00:00",aaro.korpijarvi@gmail.com,2,NULL,4.359993000000032,1622653200
1660,1,0.440000000000055,4.920000000000073,441,16s2a2odq54qunuh,3417.955036000000000,"Mari Mantsinen",2005,2005,"Ella Korpela",https://dpe7aw9wpk40m.cloudfront.net/c847b487-3df6-4df4-b4a7,"2021-06-02 17:00:00",aaro.korpijarvi@gmail.com,2,NULL,4.480000000000018,1622653200
1661,3,0.239999999999782,5.800000000000182,441,5d4b4fo0ix04bnl2,6358.952738000000000,"Mari Mantsinen",2005,2005,"Mari Mantsinen",https://dpe7aw9wpk40m.cloudfront.net/c847b487-3df6-4df4-b4a7,"2021-06-02 17:00:00",aaro.korpijarvi@gmail.com,2,NULL,5.560000000000400,1622653200
1662,3,2.239998000000014,7.179998000000069,441,3lvpv3y7ncqv6fvo,2697.984613000000000,"Mari Mantsinen",2005,2005,"Emma Körkkö",https://dpe7aw9wpk40m.cloudfront.net/c847b487-3df6-4df4-b4a7,"2021-06-02 17:00:00",aaro.korpijarvi@gmail.com,2,NULL,4.940000000000055,1622653200
1663,3,0.279999999999745,5.479999000000134,441,q0tjpsxlm2ijkjtk,5821.765818000000000,"Mari Mantsinen",2005,2005,"Ella Korpela",https://dpe7aw9wpk40m.cloudfront.net/c847b487-3df6-4df4-b4a7,"2021-06-02 17:00:00",aaro.korpijarvi@gmail.com,2,NULL,5.199999000000389,1622653200
1664,1,0.259994000000006,4.259987000001274,441,r94aqynlbqeot2td,8503.661133000000000,"Mari Mantsinen",2005,2005,"Viivi Partanen",https://dpe7aw9wpk40m.cloudfront.net/c847b487-3df6-4df4-b4a7,"2021-06-02 17:00:00",aaro.korpijarvi@gmail.com,2,NULL,3.999993000001268,1622653200
1666,2,0.199998000000051,4.039988000000449,441,um3g2td94v63tpr2,8556.239372000000000,"Mari Mantsinen",2005,2005,"Viivi Partanen",https://dpe7aw9wpk40m.cloudfront.net/c847b487-3df6-4df4-b4a7,"2021-06-02 17:00:00",aaro.korpijarvi@gmail.com,2,NULL,3.839990000000398,1622653200
1667,2,0.219997000000149,4.019983000000138,441,um3g2td94v63tpr2,8556.259372000000000,"Mari Mantsinen",2005,2005,"Viivi Partanen",https://dpe7aw9wpk40m.cloudfront.net/c847b487-3df6-4df4-b4a7,"2021-06-02 17:00:00",aaro.korpijarvi@gmail.com,2,NULL,3.799985999999989,1622653200
1669,3,1.559999999999945,6.460000000000036,441,4o1ty936fv6f4b2g,3298.194953000000000,"Mari Mantsinen",2005,2005,"Emma Körkkö",https://dpe7aw9wpk40m.cloudfront.net/c847b487-3df6-4df4-b4a7,"2021-06-02 17:00:00",aaro.korpijarvi@gmail.com,2,NULL,4.900000000000091,1622653200
1670,2,0.460000000000036,4.100000000000364,441,g81x7c5prxmhxb6y,7001.234993000000000,"Mari Mantsinen",2005,2005,"Kati Tanhua",https://dpe7aw9wpk40m.cloudfront.net/c847b487-3df6-4df4-b4a7,"2021-06-02 17:00:00",aaro.korpijarvi@gmail.com,2,NULL,3.640000000000328,1622653200
1671,3,0.419998999999962,5.479998000000023,441,cj94hedx19n0eorn,1619.508073000000000,"Mari Mantsinen",2005,2005,"Eeva Mäki-Maukola",https://dpe7aw9wpk40m.cloudfront.net/c847b487-3df6-4df4-b4a7,"2021-06-02 17:00:00",aaro.korpijarvi@gmail.com,2,NULL,5.059999000000061,1622653200
1672,1,0.199969000000237,4.419968999999583,442,dfnhu4ad20nulcy9,7098.169253000000000,"Veera Tyynelä",2008,2008,"Jessika Sihvonen",https://dpe7aw9wpk40m.cloudfront.net/ec13f93c-9d8e-4227-82e3,"2021-06-02 15:00:00",virkkunenvaino@gmail.com,2,NULL,4.219999999999346,1622646000
1673,2,0.400000000000091,4.300000000000182,442,gquq5slr6jjb30kf,3852.745031000000000,"Minttu Vettenranta",2010,2010,"Kiira Kautto",https://dpe7aw9wpk40m.cloudfront.net/ec13f93c-9d8e-4227-82e3,"2021-06-02 15:00:00",virkkunenvaino@gmail.com,2,NULL,3.900000000000091,1622646000
1674,3,0.100000000000364,5.279989999999998,442,97o08ygjh8uiemmi,3035.403407000000000,"Minttu Vettenranta",2010,2010,"Emilia Itävalo",https://dpe7aw9wpk40m.cloudfront.net/ec13f93c-9d8e-4227-82e3,"2021-06-02 15:00:00",virkkunenvaino@gmail.com,2,NULL,5.179989999999634,1622646000
1675,2,0.359999999999673,3.979997999999796,442,hfbuo1x7f63q9lqa,2952.929837000000000,"Minttu Vettenranta",2010,2010,"Henna Juka",https://dpe7aw9wpk40m.cloudfront.net/ec13f93c-9d8e-4227-82e3,"2021-06-02 15:00:00",virkkunenvaino@gmail.com,2,NULL,3.619998000000123,1622646000
1676,1,0.399990000000798,4.759990000000471,442,anf0y2c9tisxftl6,7903.301629000000000,"Veera Tyynelä",2008,2008,"Jessika Sihvonen",https://dpe7aw9wpk40m.cloudfront.net/ec13f93c-9d8e-4227-82e3,"2021-06-02 15:00:00",virkkunenvaino@gmail.com,2,NULL,4.359999999999673,1622646000
1677,2,0.219983000000866,4.239934999999605,442,y5i0dgigd1nthvfx,8246.611277000000000,"Minttu Vettenranta",2010,2010,"Elisa Pauna",https://dpe7aw9wpk40m.cloudfront.net/ec13f93c-9d8e-4227-82e3,"2021-06-02 15:00:00",virkkunenvaino@gmail.com,2,NULL,4.019951999998739,1622646000
1678,2,0.199991999999838,4.199991999999838,442,6rx5dvooqia4csru,7758.454831000000000,"Minttu Vettenranta",2010,2010,"Henna Juka",https://dpe7aw9wpk40m.cloudfront.net/ec13f93c-9d8e-4227-82e3,"2021-06-02 15:00:00",virkkunenvaino@gmail.com,2,NULL,4.000000000000000,1622646000
1679,3,0.579998000000160,6.039998000000196,442,lbibxf3c7df9xqen,4542.233824000000000,"Veera Tyynelä",2008,2008,"Jessika Sihvonen",https://dpe7aw9wpk40m.cloudfront.net/ec13f93c-9d8e-4227-82e3,"2021-06-02 15:00:00",virkkunenvaino@gmail.com,2,NULL,5.460000000000036,1622646000
1680,3,0.099995000000490,5.279995000000781,442,6oubp6imhc51ja6j,5871.444253000000000,"Minttu Vettenranta",2010,2010,"Henna Juka",https://dpe7aw9wpk40m.cloudfront.net/ec13f93c-9d8e-4227-82e3,"2021-06-02 15:00:00",virkkunenvaino@gmail.com,2,NULL,5.180000000000291,1622646000
1681,3,0.419992999999522,5.559934999999314,442,k1cxsn2a4rntt8v6,8448.880295000000000,"Minttu Vettenranta",2010,2010,"Henna Juka",https://dpe7aw9wpk40m.cloudfront.net/ec13f93c-9d8e-4227-82e3,"2021-06-02 15:00:00",virkkunenvaino@gmail.com,2,NULL,5.139941999999792,1622646000
1682,3,0.499993999999788,5.759994000000006,442,3jgxfvfr6ck90kh4,5971.854521000000000,"Minttu Vettenranta",2010,2010,"Kiira Kautto",https://dpe7aw9wpk40m.cloudfront.net/ec13f93c-9d8e-4227-82e3,"2021-06-02 15:00:00",virkkunenvaino@gmail.com,2,NULL,5.260000000000218,1622646000
1683,1,0.279999999999745,4.339996999999585,442,f58pnto3p9xhxrfr,3778.054668000000000,"Minttu Vettenranta",2010,2010,"Kiira Kautto",https://dpe7aw9wpk40m.cloudfront.net/ec13f93c-9d8e-4227-82e3,"2021-06-02 15:00:00",virkkunenvaino@gmail.com,2,NULL,4.059996999999840,1622646000
1684,2,0.220000000000255,4.099996000000374,442,09llu4gp384lgsmm,2533.547049000000000,"Veera Tyynelä",2008,2008,"Liinu Turpela",https://dpe7aw9wpk40m.cloudfront.net/ec13f93c-9d8e-4227-82e3,"2021-06-02 15:00:00",virkkunenvaino@gmail.com,2,NULL,3.879996000000119,1622646000
1685,2,0.259999999999764,4.259997999999996,442,3rkoldu62itex40y,3439.031414000000000,"Veera Tyynelä",2008,2008,"Liinu Turpela",https://dpe7aw9wpk40m.cloudfront.net/ec13f93c-9d8e-4227-82e3,"2021-06-02 15:00:00",virkkunenvaino@gmail.com,2,NULL,3.999998000000232,1622646000
1686,1,0.299997000000076,4.419996999999967,442,a4ndk68eclsy6euv,5748.252723000000000,"Minttu Vettenranta",2010,2010,"Henna Juka",https://dpe7aw9wpk40m.cloudfront.net/ec13f93c-9d8e-4227-82e3,"2021-06-02 15:00:00",virkkunenvaino@gmail.com,2,NULL,4.119999999999891,1622646000
1687,1,0.159998000000087,4.259991999999784,442,g3ta3tfvjlcjdo08,2771.481581000000000,"Minttu Vettenranta",2010,2010,"Henna Juka",https://dpe7aw9wpk40m.cloudfront.net/ec13f93c-9d8e-4227-82e3,"2021-06-02 15:00:00",virkkunenvaino@gmail.com,2,NULL,4.099993999999697,1622646000
1688,3,1.659996999999748,6.959996999999930,442,drg1l9sclts25bg8,6076.096435000000000,"Minttu Vettenranta",2010,2010,"Tiia Peltonen",https://dpe7aw9wpk40m.cloudfront.net/ec13f93c-9d8e-4227-82e3,"2021-06-02 15:00:00",virkkunenvaino@gmail.com,2,NULL,5.300000000000182,1622646000
1689,2,0.380000000000109,4.319996000000174,442,l0ad4ubftfaf170s,3425.238461000000000,"Veera Tyynelä",2008,2008,"Heidi Kirjala",https://dpe7aw9wpk40m.cloudfront.net/ec13f93c-9d8e-4227-82e3,"2021-06-02 15:00:00",virkkunenvaino@gmail.com,2,NULL,3.939996000000065,1622646000
1717,2,0.407574999999270,4.282503000000361,445,2yhjcumkuxy8jlhf,9330.123980000000000,"Julia Kekäläinen",2004,2004,"Essi Kesti",https://dpe7aw9wpk40m.cloudfront.net/cae5171b-4880-4879-be46,"2021-06-03 15:00:00",matirom10@gmail.com,2,NULL,3.874928000001091,1622732400
1718,1,0.552399000000150,4.534722999999758,445,0xu0xbyj7bv7f9c9,4671.193139000000000,"Julia Kekäläinen",2004,2004,"Essi Kesti",https://dpe7aw9wpk40m.cloudfront.net/cae5171b-4880-4879-be46,"2021-06-03 15:00:00",matirom10@gmail.com,2,NULL,3.982323999999608,1622732400
1719,1,0.309169000000111,4.614167000000180,445,7f1hqgxe8mkmgqqn,2188.549522000000000,"Julia Kekäläinen",2004,2004,"Roosa Törmänen",https://dpe7aw9wpk40m.cloudfront.net/cae5171b-4880-4879-be46,"2021-06-03 15:00:00",matirom10@gmail.com,2,NULL,4.304998000000069,1622732400
1720,1,0.519999000000098,4.935877000000801,445,uq2x3nxqm64pux6u,4819.315180000000000,"Julia Kekäläinen",2004,2004,"Nea Lotvonen",https://dpe7aw9wpk40m.cloudfront.net/cae5171b-4880-4879-be46,"2021-06-03 15:00:00",matirom10@gmail.com,2,NULL,4.415878000000703,1622732400
1721,1,0.299999999999272,4.631771999998819,445,ula61qd7rksntuka,10020.560164000000000,"Julia Kekäläinen",2004,2004,"Tuija Ahonen",https://dpe7aw9wpk40m.cloudfront.net/cae5171b-4880-4879-be46,"2021-06-03 15:00:00",matirom10@gmail.com,2,NULL,4.331771999999547,1622732400
1722,1,0.399996999999985,4.679679000000306,445,fambcs17ojs7ithc,3076.115277000000000,"Julia Kekäläinen",2004,2004,"Tuija Ahonen",https://dpe7aw9wpk40m.cloudfront.net/cae5171b-4880-4879-be46,"2021-06-03 15:00:00",matirom10@gmail.com,2,NULL,4.279682000000321,1622732400
1723,1,0.323032000000239,4.357319000000643,445,15gnv68tqxyktmb3,8607.567863000000000,"Niina Härkönen",2006,2006,"Inka Ronkainen",https://dpe7aw9wpk40m.cloudfront.net/cae5171b-4880-4879-be46,"2021-06-03 15:00:00",matirom10@gmail.com,2,NULL,4.034287000000404,1622732400
1724,1,0.453209999999672,4.447392000000036,445,so68ha7r879qujr4,4735.957462000000000,"Julia Kekäläinen",2004,2004,"Senni Korhonen",https://dpe7aw9wpk40m.cloudfront.net/cae5171b-4880-4879-be46,"2021-06-03 15:00:00",matirom10@gmail.com,2,NULL,3.994182000000364,1622732400
1725,NULL,0.359997999999905,4.372080999999525,445,97i4r7a2s59qik9a,9221.023745000000000,"Julia Kekäläinen",2004,2004,"Julia Kekäläinen",https://dpe7aw9wpk40m.cloudfront.net/cae5171b-4880-4879-be46,"2021-06-03 15:00:00",matirom10@gmail.com,2,NULL,4.012082999999620,1622732400
1726,1,0.380000000000109,4.368800000000192,445,do6xrdcu35r42haa,6053.389552000000000,"Niina Härkönen",2006,2006,"Kaisaleena Rautakorpi",https://dpe7aw9wpk40m.cloudfront.net/cae5171b-4880-4879-be46,"2021-06-03 15:00:00",matirom10@gmail.com,2,NULL,3.988800000000083,1622732400
1727,2,0.399996999999985,4.398061000000325,445,bo791yfpbkv74iiy,3839.004392000000000,"Julia Kekäläinen",2004,2004,"Essi Kesti",https://dpe7aw9wpk40m.cloudfront.net/cae5171b-4880-4879-be46,"2021-06-03 15:00:00",matirom10@gmail.com,2,NULL,3.998064000000340,1622732400
1728,1,0.339999000000262,4.395601000000170,445,mvajjjc3cmekqeiy,3811.917392000000000,"Julia Kekäläinen",2004,2004,"Essi Kesti",https://dpe7aw9wpk40m.cloudfront.net/cae5171b-4880-4879-be46,"2021-06-03 15:00:00",matirom10@gmail.com,2,NULL,4.055601999999908,1622732400
1729,2,0.419996999999967,4.152917000000343,445,1jrsfpiru03clh20,4514.157061000000000,"Julia Kekäläinen",2004,2004,"Ria Ojala",https://dpe7aw9wpk40m.cloudfront.net/cae5171b-4880-4879-be46,"2021-06-03 15:00:00",matirom10@gmail.com,2,NULL,3.732920000000376,1622732400
1730,2,0.399997999999869,4.530263999999988,445,vq7fudkjtx2pcg6y,6231.337859000000000,"Niina Härkönen",2006,2006,"Emma Kiviniemi",https://dpe7aw9wpk40m.cloudfront.net/cae5171b-4880-4879-be46,"2021-06-03 15:00:00",matirom10@gmail.com,2,NULL,4.130266000000119,1622732400
1731,2,0.339997000000039,4.284061999999722,445,ns6rqaorlkdx3vdn,7350.223943000000000,"Niina Härkönen",2006,2006,"Kaisaleena Rautakorpi",https://dpe7aw9wpk40m.cloudfront.net/cae5171b-4880-4879-be46,"2021-06-03 15:00:00",matirom10@gmail.com,2,NULL,3.944064999999683,1622732400
1732,1,0.739999999999782,4.746651999999813,445,osj4pe5ahjgpk60f,3402.421538000000000,"Niina Härkönen",2006,2006,"Juulia Kuoppala",https://dpe7aw9wpk40m.cloudfront.net/cae5171b-4880-4879-be46,"2021-06-03 15:00:00",matirom10@gmail.com,2,NULL,4.006652000000031,1622732400
1733,3,0.451826000000438,5.688206999999238,445,91vc2i0cnjpb0sco,9655.877430000000000,"Niina Härkönen",2006,2006,"Emma Hudd",https://dpe7aw9wpk40m.cloudfront.net/cae5171b-4880-4879-be46,"2021-06-03 15:00:00",matirom10@gmail.com,2,NULL,5.236380999998800,1622732400
1734,1,0.479997999999796,4.570607000000109,445,4hj2un4sedatur8r,3348.693052000000000,"Niina Härkönen",2006,2006,"Kaisaleena Rautakorpi",https://dpe7aw9wpk40m.cloudfront.net/cae5171b-4880-4879-be46,"2021-06-03 15:00:00",matirom10@gmail.com,2,NULL,4.090609000000313,1622732400
1735,3,0.507456999999704,5.991690999999264,445,k1ta4fsvpqnyvtbx,8168.346107000000000,"Julia Kekäläinen",2004,2004,"Nea Lotvonen",https://dpe7aw9wpk40m.cloudfront.net/cae5171b-4880-4879-be46,"2021-06-03 15:00:00",matirom10@gmail.com,2,NULL,5.484233999999560,1622732400
1736,2,0.439984000000550,4.354886000000988,445,kibu3eqq6p9aob32,8476.248348000000000,"Niina Härkönen",2006,2006,"Kaisaleena Rautakorpi",https://dpe7aw9wpk40m.cloudfront.net/cae5171b-4880-4879-be46,"2021-06-03 15:00:00",matirom10@gmail.com,2,NULL,3.914902000000438,1622732400
1737,1,0.619998999999552,4.813993999999184,445,5fplr46jnpb8xatq,7002.812786000000000,"Julia Kekäläinen",2004,2004,"Essi Kesti",https://dpe7aw9wpk40m.cloudfront.net/cae5171b-4880-4879-be46,"2021-06-03 15:00:00",matirom10@gmail.com,2,NULL,4.193994999999632,1622732400
1738,3,0.259996999999203,5.324344999999084,445,u4um3mjyxk8uen18,8774.527249000000000,"Niina Härkönen",2006,2006,"Kaisa Peräaho",https://dpe7aw9wpk40m.cloudfront.net/cae5171b-4880-4879-be46,"2021-06-03 15:00:00",matirom10@gmail.com,2,NULL,5.064347999999881,1622732400
2077,3,0.180000000000291,5.485333999999966,576,ivfks3snibpkp9mh,2550.139820000000000,"Maria Kaakinen",2004,2005,"Venla Karttunen",https://dpe7aw9wpk40m.cloudfront.net/1291e2cc-0b48-4f17-a5b8,"2021-06-08 15:00:00",pipulirimppi@gmail.com,2,NULL,5.305333999999675,1623164400
2078,3,1.799992999999631,7.061142000000018,576,8kb7ocodt4nqyefd,2500.030943000000000,"Maria Kaakinen",2004,2005,"Eeva Mäki-Maukola",https://dpe7aw9wpk40m.cloudfront.net/1291e2cc-0b48-4f17-a5b8,"2021-06-08 15:00:00",pipulirimppi@gmail.com,2,NULL,5.261149000000387,1623164400
2079,1,0.359999000000016,4.753848000000062,576,ijrolt5rjiugv82m,2018.671819000000000,"Mari Mantsinen",2005,2004,"Nea Lotvonen",https://dpe7aw9wpk40m.cloudfront.net/1291e2cc-0b48-4f17-a5b8,"2021-06-08 15:00:00",pipulirimppi@gmail.com,2,NULL,4.393849000000046,1623164400
2080,3,0.220000000000255,5.422027999999955,576,lv5ri6d4luksa3pc,2465.264339000000000,"Maria Kaakinen",2004,2005,"Ella Korpela",https://dpe7aw9wpk40m.cloudfront.net/1291e2cc-0b48-4f17-a5b8,"2021-06-08 15:00:00",pipulirimppi@gmail.com,2,NULL,5.202027999999700,1623164400
2081,1,0.219998999999916,4.156244000000243,576,ns2uq9vmc6h6lf1j,2407.137460000000000,"Maria Kaakinen",2004,2005,"Ella Korpela",https://dpe7aw9wpk40m.cloudfront.net/1291e2cc-0b48-4f17-a5b8,"2021-06-08 15:00:00",pipulirimppi@gmail.com,2,NULL,3.936245000000327,1623164400
2082,1,0.239999999999782,4.244349000000057,576,02jv6ipocjgp5r1h,3146.569817000000000,"Mari Mantsinen",2005,2004,"Venla Ronkainen",https://dpe7aw9wpk40m.cloudfront.net/1291e2cc-0b48-4f17-a5b8,"2021-06-08 15:00:00",pipulirimppi@gmail.com,2,NULL,4.004349000000275,1623164400
2083,1,0.359999999999673,4.562654999999722,576,nduu7ji3554kb7ae,4805.833730000000000,"Mari Mantsinen",2005,2004,"Tuija Ahonen",https://dpe7aw9wpk40m.cloudfront.net/1291e2cc-0b48-4f17-a5b8,"2021-06-08 15:00:00",pipulirimppi@gmail.com,2,NULL,4.202655000000049,1623164400
2084,3,1.539998999999625,6.844621999999617,576,db4flr9i0p1bkjkj,7351.346537000000000,"Maria Kaakinen",2004,2005,"Emma Körkkö",https://dpe7aw9wpk40m.cloudfront.net/1291e2cc-0b48-4f17-a5b8,"2021-06-08 15:00:00",pipulirimppi@gmail.com,2,NULL,5.304622999999992,1623164400
2085,2,0.280000000000655,4.096730000001116,576,p7sp0ajxtfay28l3,8734.961408000000000,"Maria Kaakinen",2004,2005,"Emma Körkkö",https://dpe7aw9wpk40m.cloudfront.net/1291e2cc-0b48-4f17-a5b8,"2021-06-08 15:00:00",pipulirimppi@gmail.com,2,NULL,3.816730000000461,1623164400
2086,3,0.079998999999589,5.342837999999574,576,apmvsu6bq994dan1,6306.773691000000000,"Maria Kaakinen",2004,2005,"Viivi Partanen",https://dpe7aw9wpk40m.cloudfront.net/1291e2cc-0b48-4f17-a5b8,"2021-06-08 15:00:00",pipulirimppi@gmail.com,2,NULL,5.262838999999985,1623164400
2087,1,0.439991000001101,4.501726000000417,576,q2e6h4n85exr5k8o,8322.516509000000000,"Mari Mantsinen",2005,2004,"Reetta Törmänen",https://dpe7aw9wpk40m.cloudfront.net/1291e2cc-0b48-4f17-a5b8,"2021-06-08 15:00:00",pipulirimppi@gmail.com,2,NULL,4.061734999999316,1623164400
2088,2,0.239075999999841,4.245892999999342,576,c37x0eao0gp0cmfq,9186.347926000000000,"Maria Kaakinen",2004,2005,"Viivi Partanen",https://dpe7aw9wpk40m.cloudfront.net/1291e2cc-0b48-4f17-a5b8,"2021-06-08 15:00:00",pipulirimppi@gmail.com,2,NULL,4.006816999999501,1623164400
2089,3,-0.140002000000095,5.228830000000016,576,ur1kqfqapgnliqb3,9259.520610000000000,"Maria Kaakinen",2004,2005,"Viivi Partanen",https://dpe7aw9wpk40m.cloudfront.net/1291e2cc-0b48-4f17-a5b8,"2021-06-08 15:00:00",pipulirimppi@gmail.com,2,NULL,5.368832000000111,1623164400
2090,3,0.239999999999782,5.278662999999142,576,j4r3vx6h6nm4pn54,8829.956872000000000,"Maria Kaakinen",2004,2005,"Emma Körkkö",https://dpe7aw9wpk40m.cloudfront.net/1291e2cc-0b48-4f17-a5b8,"2021-06-08 15:00:00",pipulirimppi@gmail.com,2,NULL,5.038662999999360,1623164400
2091,1,0.319999999999709,4.412029999999504,576,sh65cnm16snp5rqo,8623.165498000000000,"Maria Kaakinen",2004,2005,"Kati Tanhua",https://dpe7aw9wpk40m.cloudfront.net/1291e2cc-0b48-4f17-a5b8,"2021-06-08 15:00:00",pipulirimppi@gmail.com,2,NULL,4.092029999999795,1623164400
2092,2,0.319997999999941,4.647740000000340,576,5625o30gl2qoprob,6698.982731000000000,"Mari Mantsinen",2005,2004,"Nea Lotvonen",https://dpe7aw9wpk40m.cloudfront.net/1291e2cc-0b48-4f17-a5b8,"2021-06-08 15:00:00",pipulirimppi@gmail.com,2,NULL,4.327742000000399,1623164400
2093,3,3.959996999999930,9.169770000000426,576,n930k1ex7bplhuhr,7581.053492000000000,"Mari Mantsinen",2005,2004,"Senni Korhonen",https://dpe7aw9wpk40m.cloudfront.net/1291e2cc-0b48-4f17-a5b8,"2021-06-08 15:00:00",pipulirimppi@gmail.com,2,NULL,5.209773000000496,1623164400
2094,2,0.480000000001382,4.482116000001042,576,al6hvpki4tp2fx8y,9863.927353000000000,"Mari Mantsinen",2005,2004,"Ria Ojala",https://dpe7aw9wpk40m.cloudfront.net/1291e2cc-0b48-4f17-a5b8,"2021-06-08 15:00:00",pipulirimppi@gmail.com,2,NULL,4.002115999999660,1623164400
2095,1,0.239998000000014,4.400187000000187,576,j9ke1fobc2r7fc9m,6993.956485000000000,"Maria Kaakinen",2004,2005,"Viivi Partanen",https://dpe7aw9wpk40m.cloudfront.net/1291e2cc-0b48-4f17-a5b8,"2021-06-08 15:00:00",pipulirimppi@gmail.com,2,NULL,4.160189000000173,1623164400
2096,3,0.319999000001189,5.686971000000995,576,bxbofm3voofpyh56,9093.592195000000000,"Maria Kaakinen",2004,2005,"Ella Mäkelä",https://dpe7aw9wpk40m.cloudfront.net/1291e2cc-0b48-4f17-a5b8,"2021-06-08 15:00:00",pipulirimppi@gmail.com,2,NULL,5.366971999999806,1623164400
2097,1,0.199999999999818,4.559999999999491,578,mi3ulte3qyfe5hsi,7703.319921000000000,"Elli Kattelus",2007,2002,"Titta Siilin",https://dpe7aw9wpk40m.cloudfront.net/c8d7f463-ae55-43ba-8216,"2021-06-08 17:00:00",virkkunenvaino@gmail.com,2,NULL,4.359999999999673,1623171600
2098,1,0.139999999999418,4.079997000000731,578,dnj22nkgkma42t3e,8823.792276000000000,"Anni Heikkilä",2002,2007,"Ida Lähde",https://dpe7aw9wpk40m.cloudfront.net/c8d7f463-ae55-43ba-8216,"2021-06-08 17:00:00",virkkunenvaino@gmail.com,2,NULL,3.939997000001313,1623171600
2099,2,0.099989999998797,3.919989999998506,578,1x9nds1msajj58o0,10344.007191000000000,"Anni Heikkilä",2002,2007,"Ida Lähde",https://dpe7aw9wpk40m.cloudfront.net/c8d7f463-ae55-43ba-8216,"2021-06-08 17:00:00",virkkunenvaino@gmail.com,2,NULL,3.819999999999709,1623171600
2100,1,0.299998999999843,4.619997999999214,578,1a04iegfr1m5dekk,7336.633112000000000,"Anni Heikkilä",2002,2007,"Ella Reiman",https://dpe7aw9wpk40m.cloudfront.net/c8d7f463-ae55-43ba-8216,"2021-06-08 17:00:00",virkkunenvaino@gmail.com,2,NULL,4.319998999999371,1623171600
